,index,County,GeoName,Mother.s.Hispanic.Origin,Year,Births,Total.Population,Birth.Rate,Female.Population,Fertility.Rate,Average.Birth.Weight,Average.Age.of.Mother,Average.LMP.Gestational.Age,lat,long,Precipitation,Temperature,PI,GDP,mrate,trate,GDP_per,female.proportion,Elder_pop,RUCC,bachelor_percentage,Crude.Marriage.Rate
1884,"Carroll County, GA, 2015","Carroll County, GA","Carroll, GA",2,2015,1403,106895,13.13,23299,60.22,3243.6,26.73,38.69,33.5828,-85.0798,67.19,62.5,35207,3826633,-13.13,34.5,35.79805417,0.217961551,0.081758261,1,18.8,6.042968095
1885,"Carroll County, GA, 2015","Carroll County, GA","Carroll, GA",1,2015,116,7650,15.16,1666,69.63,3360.6,27.27,38.84,33.5828,-85.0798,67.19,62.5,35207,3826633,-15.16,32.47,500.2134641,0.217777778,0.081758261,1,18.8,6.042968095
1886,"Carroll County, GA, 2015","Carroll County, GA","Carroll, GA",3,2015,NA,NA,NA,NA,NA,2986,22.33,40.33,33.5828,-85.0798,67.19,62.5,35207,3826633,NA,NA,NA,NA,0.081758261,1,18.8,6.042968095
3622,"Duval County, FL, 2013","Duval County, FL","Duval, FL",2,2013,11414,812193,14.05,170189,67.07,3225.24,27.73,38.58,30.3316,-81.6708,51.56,69.3,38645,49484265,-14.05,33.58,60.9267317,0.209542559,0.079992775,1,25.6,6.043383676
3623,"Duval County, FL, 2013","Duval County, FL","Duval, FL",3,2013,21,NA,NA,NA,NA,3140.76,29.67,38.67,30.3316,-81.6708,51.56,69.3,38645,49484265,NA,NA,NA,NA,0.079992775,1,25.6,6.043383676
3624,"Duval County, FL, 2013","Duval County, FL","Duval, FL",1,2013,1143,73662,15.52,17546,65.14,3270.6,27.46,38.69,30.3316,-81.6708,51.56,69.3,38645,49484265,-15.52,32.11,671.7746599,0.238196085,0.079992775,1,25.6,6.043383676
5895,"Ingham County, MI, 2009","Ingham County, MI","Ingham, MI",3,2009,NA,NA,NA,NA,NA,3326.67,28.57,37.29,42.5971,-84.3735,38.52,46.7,31808,13611807,NA,NA,NA,NA,0.141158963,2,35.8,6.044776118
5896,"Ingham County, MI, 2009","Ingham County, MI","Ingham, MI",2,2009,3149,260792,12.07,63868,49.3,3305.77,27.35,38.37,42.5971,-84.3735,38.52,46.7,31808,13611807,-12.07,35.56,52.19411255,0.24490015,0.141158963,2,35.8,6.044776118
5897,"Ingham County, MI, 2009","Ingham County, MI","Ingham, MI",1,2009,193,20097,9.6,4895,39.43,3374.52,26.13,38.59,42.5971,-84.3735,38.52,46.7,31808,13611807,-9.6,38.03,677.3054187,0.243568692,0.141158963,2,35.8,6.044776118
6518,"Kalamazoo County, MI, 2009","Kalamazoo County, MI","Kalamazoo, MI",2,2009,2878,239364,12.02,52317,55.01,3306.42,27.32,38.73,42.2455,-85.5312,35.81,47.6,35962,10783593,-12.02,35.61,45.05102271,0.218566702,0.171863643,2,33.7,6.044776118
6519,"Kalamazoo County, MI, 2009","Kalamazoo County, MI","Kalamazoo, MI",1,2009,191,9659,19.77,2464,77.52,3351.35,27.28,38.72,42.2455,-85.5312,35.81,47.6,35962,10783593,-19.77,27.86,1116.429548,0.255098872,0.171863643,2,33.7,6.044776118
6520,"Kalamazoo County, MI, 2009","Kalamazoo County, MI","Kalamazoo, MI",3,2009,NA,NA,NA,NA,NA,2838,27,37,42.2455,-85.5312,35.81,47.6,35962,10783593,NA,NA,NA,NA,0.171863643,2,33.7,6.044776118
10196,"Ottawa County, MI, 2009","Ottawa County, MI","Ottawa, MI",3,2009,NA,NA,NA,NA,NA,3317,28,39.5,42.9598,-85.9961,41.15,47.5,33201,10362420,NA,NA,NA,NA,0.159449785,3,29.3,6.044776118
10197,"Ottawa County, MI, 2009","Ottawa County, MI","Ottawa, MI",2,2009,2817,240508,11.71,50870,55.38,3382.11,28.07,38.73,42.9598,-85.9961,41.15,47.5,33201,10362420,-11.71,35.92,43.08555225,0.211510636,0.159449785,3,29.3,6.044776118
10198,"Ottawa County, MI, 2009","Ottawa County, MI","Ottawa, MI",1,2009,424,22371,18.95,5239,80.93,3320.71,26,38.58,42.9598,-85.9961,41.15,47.5,33201,10362420,-18.95,28.68,463.2077243,0.234187117,0.159449785,3,29.3,6.044776118
7413,"Leon County, FL, 2019","Leon County, FL","Leon, FL",2,2019,2736,273969,9.99,70614,38.75,3186.42,28.78,38.54,30.458,-84.2779,38.61,69.9,46842,13766905,-9.99,37.64,50.24986404,0.257744489,0.091698401,2,47.1,6.046010997
7414,"Leon County, FL, 2019","Leon County, FL","Leon, FL",3,2019,NA,NA,NA,NA,NA,3600,35,39,30.458,-84.2779,38.61,69.9,46842,13766905,NA,NA,NA,NA,0.091698401,2,47.1,6.046010997
7415,"Leon County, FL, 2019","Leon County, FL","Leon, FL",1,2019,231,19613,11.78,6259,36.91,3263.57,28.99,38.5,30.458,-84.2779,38.61,69.9,46842,13766905,-11.78,35.85,701.9275481,0.31912507,0.091698401,2,47.1,6.046010997
10100,"Orange County, NC, 2003","Orange County, NC","Orange, NC",1,2003,188,6479,29.02,1585,118.61,3290.13,25.95,38.77,36.0611,-79.1207,59.06,58,34112,5835359,-29.02,18.61,900.6573545,0.244636518,0.123235609,2,51.5,6.046341461
10101,"Orange County, NC, 2003","Orange County, NC","Orange, NC",2,2003,1159,112188,10.33,30023,38.6,3297.64,30.72,38.59,36.0611,-79.1207,59.06,58,34112,5835359,-10.33,37.3,52.01411024,0.267613292,0.123235609,2,51.5,6.046341461
11175,"Randolph County, NC, 2003","Randolph County, NC","Randolph, NC",1,2003,344,10845,31.72,2595,132.56,3354.31,25.67,38.82,35.7103,-79.806,60.18,58.9,25256,3899421,-31.72,15.91,359.5593361,0.239280775,0.173239626,2,11.1,6.046341461
11176,"Randolph County, NC, 2003","Randolph County, NC","Randolph, NC",2,2003,1479,123189,12.01,24596,60.13,3284,26.46,38.5,35.7103,-79.806,60.18,58.9,25256,3899421,-12.01,35.62,31.65397073,0.199660684,0.173239626,2,11.1,6.046341461
10737,"Placer County, CA, 2013","Placer County, CA","Placer, CA",3,2013,25,NA,NA,NA,NA,3437.08,34.68,39.25,39.0634,-120.7177,14.6,54.6,53370,17249785,NA,NA,NA,NA,0.114680011,1,34.7,6.047243319
10738,"Placer County, CA, 2013","Placer County, CA","Placer, CA",2,2013,2988,318219,9.39,55487,53.85,3390.42,30.33,38.95,39.0634,-120.7177,14.6,54.6,53370,17249785,-9.39,38.24,54.20727549,0.174367338,0.114680011,1,34.7,6.047243319
10739,"Placer County, CA, 2013","Placer County, CA","Placer, CA",1,2013,675,49090,13.75,10812,62.43,3390.63,28.7,38.97,39.0634,-120.7177,14.6,54.6,53370,17249785,-13.75,33.88,351.3910165,0.220248523,0.114680011,1,34.7,6.047243319
11586,"Sacramento County, CA, 2013","Sacramento County, CA","Sacramento, CA",3,2013,154,NA,NA,NA,NA,3243.3,31.54,37.99,38.4493,-121.3443,6.41,62.7,41891,71528635,NA,NA,NA,NA,0.081926996,1,27.9,6.047502842
11587,"Sacramento County, CA, 2013","Sacramento County, CA","Sacramento, CA",2,2013,14002,1136703,12.32,229152,61.1,3332.2,28.89,38.88,38.4493,-121.3443,6.41,62.7,41891,71528635,-12.32,35.31,62.92640646,0.201593556,0.081926996,1,27.9,6.047502842
11588,"Sacramento County, CA, 2013","Sacramento County, CA","Sacramento, CA",1,2013,5215,325428,16.03,76524,68.15,3349.06,27.48,38.82,38.4493,-121.3443,6.41,62.7,41891,71528635,-16.03,31.6,219.7986498,0.235148789,0.081926996,1,27.9,6.047502842
1893,"Carroll County, GA, 2018","Carroll County, GA","Carroll, GA",3,2018,NA,NA,NA,NA,NA,3308,31,39,33.5828,-85.0798,72.79,62.6,38879,4287421,NA,NA,NA,NA,0.090068658,1,21.5,6.049056037
1894,"Carroll County, GA, 2018","Carroll County, GA","Carroll, GA",1,2018,156,8453,18.45,2012,77.53,3293.07,27.81,38.56,33.5828,-85.0798,72.79,62.6,38879,4287421,-18.45,29.18,507.2070271,0.238022004,0.090068658,1,21.5,6.049056037
1895,"Carroll County, GA, 2018","Carroll County, GA","Carroll, GA",2,2018,1381,109668,12.59,23587,58.55,3248.75,27.13,38.49,33.5828,-85.0798,72.79,62.6,38879,4287421,-12.59,35.04,39.094549,0.215076412,0.090068658,1,21.5,6.049056037
6387,"Johnson County, IN, 2017","Johnson County, IN","Johnson, IN",3,2017,NA,NA,NA,NA,NA,NA,32,NA,39.49,-86.1016,46.42,54.5,46602,4667778,NA,NA,NA,NA,0.095083075,1,32.8,6.049191217
6388,"Johnson County, IN, 2017","Johnson County, IN","Johnson, IN",2,2017,1747,148275,11.78,29128,59.98,3317.42,28.03,38.61,39.49,-86.1016,46.42,54.5,46602,4667778,-11.78,35.85,31.48054628,0.196445793,0.095083075,1,32.8,6.049191217
6389,"Johnson County, IN, 2017","Johnson County, IN","Johnson, IN",1,2017,66,5622,11.74,1344,49.11,3295.62,28.98,38.3,39.49,-86.1016,46.42,54.5,46602,4667778,-11.74,35.89,830.2700107,0.239060832,0.095083075,1,32.8,6.049191217
13764,"Tippecanoe County, IN, 2017","Tippecanoe County, IN","Tippecanoe, IN",3,2017,NA,NA,NA,NA,NA,0,0,0,40.3886,-86.8941,49.5,52.8,38298,8707390,NA,NA,NA,NA,0.074302025,3,40.6,6.051229695
13765,"Tippecanoe County, IN, 2017","Tippecanoe County, IN","Tippecanoe, IN",1,2017,266,16141,16.48,4016,66.24,3377.07,27.75,38.86,40.3886,-86.8941,49.5,52.8,38298,8707390,-16.48,31.15,539.4579022,0.248807385,0.074302025,3,40.6,6.051229695
13766,"Tippecanoe County, IN, 2017","Tippecanoe County, IN","Tippecanoe, IN",2,2017,1974,174446,11.32,41775,47.25,3247.61,28.5,38.53,40.3886,-86.8941,49.5,52.8,38298,8707390,-11.32,36.31,49.91452942,0.239472387,0.074302025,3,40.6,6.051229695
1628,"Cabarrus County, NC, 2014","Cabarrus County, NC","Cabarrus, NC",1,2014,409,19190,21.31,4326,94.54,3292.6,27.68,38.6,35.3868,-80.5519,43.74,59.1,38898,5915306,-21.31,26.32,308.2494007,0.225429911,0.081222053,1,24.2,6.051677767
1629,"Cabarrus County, NC, 2014","Cabarrus County, NC","Cabarrus, NC",3,2014,NA,NA,NA,NA,NA,0,0,0,35.3868,-80.5519,43.74,59.1,38898,5915306,NA,NA,NA,NA,0.081222053,1,24.2,6.051677767
1630,"Cabarrus County, NC, 2014","Cabarrus County, NC","Cabarrus, NC",2,2014,1928,172913,11.15,34308,56.2,3261.87,28.44,38.73,35.3868,-80.5519,43.74,59.1,38898,5915306,-11.15,36.48,34.20972397,0.198411918,0.081222053,1,24.2,6.051677767
14819,"Winnebago County, IL, 2010","Winnebago County, IL","Winnebago, IL",3,2010,NA,NA,NA,NA,NA,NA,27,NA,42.3363,-89.1609,36.59,49.5,33630,12193141,NA,NA,NA,NA,0.191224184,2,20.9,6.052169908
14820,"Winnebago County, IL, 2010","Winnebago County, IL","Winnebago, IL",2,2010,3166,263089,12.03,49470,64,3251.7,26.99,38.5,42.3363,-89.1609,36.59,49.5,33630,12193141,-12.03,35.6,46.3460692,0.188035228,0.191224184,2,20.9,6.052169908
14821,"Winnebago County, IL, 2010","Winnebago County, IL","Winnebago, IL",1,2010,615,32177,19.11,7530,81.67,3250.69,26.19,38.31,42.3363,-89.1609,36.59,49.5,33630,12193141,-19.11,28.52,378.9396463,0.234018087,0.191224184,2,20.9,6.052169908
3980,"Essex County, NJ, 2016","Essex County, NJ","Essex, NJ",1,2016,3176,180722,17.57,40476,78.47,3260.87,28.76,38.58,40.7872,-74.2471,38.09,55.4,57997,47752700,-17.57,30.06,264.2329102,0.223968305,0.087477444,1,36.7,6.053055545
3981,"Essex County, NJ, 2016","Essex County, NJ","Essex, NJ",3,2016,167,NA,NA,NA,NA,3230.35,30.77,38.34,40.7872,-74.2471,38.09,55.4,57997,47752700,NA,NA,NA,NA,0.087477444,1,36.7,6.053055545
3982,"Essex County, NJ, 2016","Essex County, NJ","Essex, NJ",2,2016,7099,616192,11.52,124617,56.97,3183.99,30.43,38.44,40.7872,-74.2471,38.09,55.4,57997,47752700,-11.52,36.11,77.49646214,0.20223729,0.087477444,1,36.7,6.053055545
13178,"St. Joseph County, IN, 2010","St. Joseph County, IN","St. Joseph, IN",3,2010,NA,NA,NA,NA,NA,3558,28.5,39,41.6167,-86.2899,33.12,50.5,34859,11167674,NA,NA,NA,NA,0.192147034,2,26.5,6.053998974
13179,"St. Joseph County, IN, 2010","St. Joseph County, IN","St. Joseph, IN",2,2010,3130,247536,12.64,50178,62.38,3272.1,27.18,38.68,41.6167,-86.2899,33.12,50.5,34859,11167674,-12.64,34.99,45.11535292,0.202709909,0.192147034,2,26.5,6.053998974
13180,"St. Joseph County, IN, 2010","St. Joseph County, IN","St. Joseph, IN",1,2010,373,19395,19.23,4651,80.2,3263.82,26.04,38.7,41.6167,-86.2899,33.12,50.5,34859,11167674,-19.23,28.4,575.8017015,0.239804073,0.192147034,2,26.5,6.053998974
7445,"Linn County, IA, 2013","Linn County, IA","Linn, IA",3,2013,NA,NA,NA,NA,NA,0,0,0,42.079,-91.599,39.47,46.8,45504,13969641,NA,NA,NA,NA,0.096084882,2,30.9,6.054322995
7446,"Linn County, IA, 2013","Linn County, IA","Linn, IA",2,2013,2596,209875,12.37,41450,62.63,3369.56,28.28,38.6,42.079,-91.599,39.47,46.8,45504,13969641,-12.37,35.26,66.56172007,0.197498511,0.096084882,2,30.9,6.054322995
7447,"Linn County, IA, 2013","Linn County, IA","Linn, IA",1,2013,109,6236,17.48,1425,76.49,3377.94,26.38,38.85,42.079,-91.599,39.47,46.8,45504,13969641,-17.48,30.15,2240.16052,0.228511867,0.096084882,2,30.9,6.054322995
9240,"Morgan County, AL, 2012","Morgan County, AL","Morgan, AL",3,2012,NA,NA,NA,NA,NA,0,0,0,34.4535,-86.8529,51.93,62.6,33662,4571712,NA,NA,NA,NA,0.099364592,3,19.5,6.055068732
9241,"Morgan County, AL, 2012","Morgan County, AL","Morgan, AL",2,2012,1137,110961,10.25,20263,56.11,3233.15,26.18,38.65,34.4535,-86.8529,51.93,62.6,33662,4571712,-10.25,37.38,41.20107065,0.182613711,0.099364592,3,19.5,6.055068732
9242,"Morgan County, AL, 2012","Morgan County, AL","Morgan, AL",1,2012,229,9434,24.27,2042,112.14,3261.99,27.23,38.64,34.4535,-86.8529,51.93,62.6,33662,4571712,-24.27,23.36,484.5995336,0.216451134,0.099364592,3,19.5,6.055068732
13219,"St. Louis County, MN, 2007","St. Louis County, MN","St. Louis, MN",1,2007,38,2263,16.79,509,74.66,3395.76,25.87,39.39,47.6032,-92.4707,29.63,39.2,33612,9354012,-16.79,30.84,4133.456474,0.224922669,0.231027184,2,21.9,6.05588235
13220,"St. Louis County, MN, 2007","St. Louis County, MN","St. Louis, MN",2,2007,2063,196640,10.49,37283,55.33,3383.61,27.12,38.84,47.6032,-92.4707,29.63,39.2,33612,9354012,-10.49,37.14,47.56922295,0.189600285,0.231027184,2,21.9,6.05588235
13221,"St. Louis County, MN, 2007","St. Louis County, MN","St. Louis, MN",3,2007,NA,NA,NA,NA,NA,3320.38,31.38,38.12,47.6032,-92.4707,29.63,39.2,33612,9354012,NA,NA,NA,NA,0.231027184,2,21.9,6.05588235
8007,"Maricopa County, AZ, 2010","Maricopa County, AZ","Maricopa, AZ",3,2010,259,NA,NA,NA,NA,3213.55,26.81,38.3,33.349,-112.4915,9.85,70.8,36326,177816396,NA,NA,NA,NA,0.165814147,1,29.5,6.058761102
8008,"Maricopa County, AZ, 2010","Maricopa County, AZ","Maricopa, AZ",2,2010,31626,2688376,11.76,521533,60.64,3290.59,28.4,38.51,33.349,-112.4915,9.85,70.8,36326,177816396,-11.76,35.87,66.14268093,0.193995557,0.165814147,1,29.5,6.058761102
8009,"Maricopa County, AZ, 2010","Maricopa County, AZ","Maricopa, AZ",1,2010,22463,1128741,19.9,271239,82.82,3275.32,26.28,38.49,33.349,-112.4915,9.85,70.8,36326,177816396,-19.9,27.73,157.5351617,0.240302248,0.165814147,1,29.5,6.058761102
12245,"Santa Cruz County, CA, 2016","Santa Cruz County, CA","Santa Cruz, CA",3,2016,34,NA,NA,NA,NA,3283.06,30.29,38.65,37.0562,-122.0018,40.44,58.9,59452,12597030,NA,NA,NA,NA,0.090059817,2,41.9,6.058928754
12246,"Santa Cruz County, CA, 2016","Santa Cruz County, CA","Santa Cruz, CA",2,2016,1274,182585,6.98,35146,36.25,3400.08,32.15,39.19,37.0562,-122.0018,40.44,58.9,59452,12597030,-6.98,40.65,68.99268834,0.192491168,0.090059817,2,41.9,6.058928754
12247,"Santa Cruz County, CA, 2016","Santa Cruz County, CA","Santa Cruz, CA",1,2016,1491,92088,16.19,22212,67.13,3332.08,28.61,38.79,37.0562,-122.0018,40.44,58.9,59452,12597030,-16.19,31.44,136.7933933,0.241204066,0.090059817,2,41.9,6.058928754
6642,"Kankakee County, IL, 2017","Kankakee County, IL","Kankakee, IL",3,2017,NA,NA,NA,NA,NA,0,0,0,41.1377,-87.8618,40.7,52.4,39788,5432958,NA,NA,NA,NA,0.111673738,3,20.7,6.06003856
6643,"Kankakee County, IL, 2017","Kankakee County, IL","Kankakee, IL",2,2017,1095,97992,11.17,18474,59.27,3183.85,27.75,38.34,41.1377,-87.8618,40.7,52.4,39788,5432958,-11.17,36.46,55.44287289,0.188525594,0.111673738,3,20.7,6.06003856
6644,"Kankakee County, IL, 2017","Kankakee County, IL","Kankakee, IL",1,2017,194,11613,16.71,2646,73.32,3244.96,28.1,38.26,41.1377,-87.8618,40.7,52.4,39788,5432958,-16.71,30.92,467.8341514,0.227848101,0.111673738,3,20.7,6.06003856
7359,"Lee County, FL, 2017","Lee County, FL","Lee, FL",3,2017,NA,NA,NA,NA,NA,3639.5,26.75,39.25,26.5779,-81.8337,63.5,76.2,51814,28267947,NA,NA,NA,NA,0.201574895,2,29,6.060668732
7360,"Lee County, FL, 2017","Lee County, FL","Lee, FL",2,2017,4406,582403,7.57,80247,54.91,3251.09,28.85,38.56,26.5779,-81.8337,63.5,76.2,51814,28267947,-7.57,40.06,48.53674689,0.137786035,0.201574895,2,29,6.060668732
7361,"Lee County, FL, 2017","Lee County, FL","Lee, FL",1,2017,2271,156821,14.48,34365,66.08,3253.4,27.74,38.52,26.5779,-81.8337,63.5,76.2,51814,28267947,-14.48,33.15,180.2561328,0.219135192,0.201574895,2,29,6.060668732
3934,"Essex County, MA, 2018","Essex County, MA","Essex, MA",3,2018,278,NA,NA,NA,NA,3279.83,31.26,38.9,42.6732,-70.952,54.7,49.6,65119,41946907,NA,NA,NA,NA,0.114826254,1,41.2,6.06156041
3935,"Essex County, MA, 2018","Essex County, MA","Essex, MA",2,2018,5042,617713,8.16,108362,46.53,3345.45,31.92,38.94,42.6732,-70.952,54.7,49.6,65119,41946907,-8.16,39.47,67.90679005,0.175424509,0.114826254,1,41.2,6.06156041
3936,"Essex County, MA, 2018","Essex County, MA","Essex, MA",1,2018,3057,172925,17.68,40657,75.19,3245.39,27.8,38.78,42.6732,-70.952,54.7,49.6,65119,41946907,-17.68,29.95,242.5728322,0.235113489,0.114826254,1,41.2,6.06156041
8960,"Monmouth County, NJ, 2015","Monmouth County, NJ","Monmouth, NJ",3,2015,24,NA,NA,NA,NA,3213.58,31.12,39.38,40.2603,-74.2213,42.03,54.7,69313,31854178,NA,NA,NA,NA,0.106523624,1,40.3,6.062037837
8961,"Monmouth County, NJ, 2015","Monmouth County, NJ","Monmouth, NJ",2,2015,4713,561386,8.4,95896,49.15,3314.78,31.58,38.83,40.2603,-74.2213,42.03,54.7,69313,31854178,-8.4,39.23,56.7420242,0.170820077,0.106523624,1,40.3,6.062037837
8962,"Monmouth County, NJ, 2015","Monmouth County, NJ","Monmouth, NJ",1,2015,1215,67329,18.05,14335,84.76,3244.13,29.22,38.61,40.2603,-74.2213,42.03,54.7,69313,31854178,-18.05,29.58,473.1122993,0.212909742,0.106523624,1,40.3,6.062037837
7130,"Lake County, IN, 2015","Lake County, IN","Lake, IN",1,2015,1282,89372,14.34,20419,62.78,3297.78,27.41,38.64,41.4167,-87.3821,42.27,50.1,39930,23496345,-14.34,33.29,262.9049926,0.228472005,0.101628524,1,19.7,6.063640751
7131,"Lake County, IN, 2015","Lake County, IN","Lake, IN",3,2015,15,NA,NA,NA,NA,2667,29.47,36.13,41.4167,-87.3821,42.27,50.1,39930,23496345,NA,NA,NA,NA,0.101628524,1,19.7,6.063640751
7132,"Lake County, IN, 2015","Lake County, IN","Lake, IN",2,2015,4628,398493,11.61,73920,62.61,3249.89,27.86,38.56,41.4167,-87.3821,42.27,50.1,39930,23496345,-11.61,36.02,58.96300562,0.185498867,0.101628524,1,19.7,6.063640751
4987,"Harford County, MD, 2014","Harford County, MD","Harford, MD",3,2014,NA,NA,NA,NA,NA,3967.33,33,39,39.5611,-76.3171,49.01,52.6,50316,10868037,NA,NA,NA,NA,0.094424342,1,31.5,6.064119735
4988,"Harford County, MD, 2014","Harford County, MD","Harford, MD",2,2014,2567,239581,10.71,44468,57.73,3315.15,29.53,38.72,39.5611,-76.3171,49.01,52.6,50316,10868037,-10.71,36.92,45.36268318,0.185607373,0.094424342,1,31.5,6.064119735
4989,"Harford County, MD, 2014","Harford County, MD","Harford, MD",1,2014,136,10524,12.92,2421,56.18,3229.21,28.43,38.22,39.5611,-76.3171,49.01,52.6,50316,10868037,-12.92,34.71,1032.690707,0.23004561,0.094424342,1,31.5,6.064119735
5898,"Ingham County, MI, 2010","Ingham County, MI","Ingham, MI",2,2010,3128,260369,12.01,63344,49.38,3305.7,27.37,38.89,42.5971,-84.3735,30.05,49.2,33584,14558818,-12.01,35.62,55.916096,0.243285491,0.142508767,2,35.8,6.066323715
5899,"Ingham County, MI, 2010","Ingham County, MI","Ingham, MI",1,2010,224,20526,10.91,4973,45.04,3261.86,26.34,38.75,42.5971,-84.3735,30.05,49.2,33584,14558818,-10.91,36.72,709.2866608,0.242278086,0.142508767,2,35.8,6.066323715
5900,"Ingham County, MI, 2010","Ingham County, MI","Ingham, MI",3,2010,NA,NA,NA,NA,NA,0,0,0,42.5971,-84.3735,30.05,49.2,33584,14558818,NA,NA,NA,NA,0.142508767,2,35.8,6.066323715
7714,"Macon County, IL, 2013","Macon County, IL","Macon, IL",3,2013,NA,NA,NA,NA,NA,0,0,0,39.86,-88.9615,37.38,51.2,42644,6954656,NA,NA,NA,NA,0.12257728,3,21.9,6.068539822
7715,"Macon County, IL, 2013","Macon County, IL","Macon, IL",1,2013,31,2278,13.61,555,55.86,3451.87,28.74,39.35,39.86,-88.9615,37.38,51.2,42644,6954656,-13.61,34.02,3052.965759,0.243634767,0.12257728,3,21.9,6.068539822
7716,"Macon County, IL, 2013","Macon County, IL","Macon, IL",2,2013,1317,107000,12.31,20002,65.84,3211.23,26.44,38.5,39.86,-88.9615,37.38,51.2,42644,6954656,-12.31,35.32,64.99678505,0.186934579,0.12257728,3,21.9,6.068539822
5235,"Hennepin County, MN, 2017","Hennepin County, MN","Hennepin, MN",1,2017,1427,87112,16.38,20380,70.02,3255.27,28.85,38.65,45.0045,-93.477,31.98,46.4,70014,122233789,-16.38,31.25,1403.179688,0.233951694,0.088633285,1,51.8,6.068603908
5236,"Hennepin County, MN, 2017","Hennepin County, MN","Hennepin, MN",2,2017,14771,1164912,12.68,242264,60.97,3311.88,30.88,38.81,45.0045,-93.477,31.98,46.4,70014,122233789,-12.68,34.95,104.9296333,0.20796764,0.088633285,1,51.8,6.068603908
5237,"Hennepin County, MN, 2017","Hennepin County, MN","Hennepin, MN",3,2017,124,NA,NA,NA,NA,3283.2,31.78,38.67,45.0045,-93.477,31.98,46.4,70014,122233789,NA,NA,NA,NA,0.088633285,1,51.8,6.068603908
14843,"Winnebago County, IL, 2018","Winnebago County, IL","Winnebago, IL",3,2018,NA,NA,NA,NA,NA,0,0,0,42.3363,-89.1609,47.68,47.7,42792,12914900,NA,NA,NA,NA,0.118262045,2,23.3,6.069741539
14844,"Winnebago County, IL, 2018","Winnebago County, IL","Winnebago, IL",2,2018,2813,246810,11.4,43683,64.4,3249.68,28.06,38.45,42.3363,-89.1609,47.68,47.7,42792,12914900,-11.4,36.23,52.3272963,0.176990397,0.118262045,2,23.3,6.069741539
14845,"Winnebago County, IL, 2018","Winnebago County, IL","Winnebago, IL",1,2018,684,37271,18.35,8822,77.53,3237.25,27.33,38.43,42.3363,-89.1609,47.68,47.7,42792,12914900,-18.35,29.28,346.513375,0.236698774,0.118262045,2,23.3,6.069741539
4459,"Gaston County, NC, 2012","Gaston County, NC","Gaston, NC",1,2012,242,12795,18.91,2972,81.43,3342.45,26.99,38.97,35.2944,-81.1803,38.99,61.4,34522,6097418,-18.91,28.72,476.5469324,0.232278234,0.093271297,1,18,6.070685271
4460,"Gaston County, NC, 2012","Gaston County, NC","Gaston, NC",3,2012,NA,NA,NA,NA,NA,0,0,0,35.2944,-81.1803,38.99,61.4,34522,6097418,NA,NA,NA,NA,0.093271297,1,18,6.070685271
4461,"Gaston County, NC, 2012","Gaston County, NC","Gaston, NC",2,2012,2267,195254,11.61,37827,59.93,3215.24,26.65,38.72,35.2944,-81.1803,38.99,61.4,34522,6097418,-11.61,36.02,31.22813361,0.193732267,0.093271297,1,18,6.070685271
14171,"Vigo County, IN, 2020","Vigo County, IN","Vigo, IN",1,2020,13,3101,4.19,541,24.03,3198.85,27.54,37.77,39.4306,-87.39,43.55,54.6,42511,4180953,-4.19,43.44,1348.259594,0.174459852,0.116332733,3,25.1,6.070898521
14172,"Vigo County, IN, 2020","Vigo County, IN","Vigo, IN",2,2020,1113,103507,10.75,20808,53.49,3255.37,26.85,38.15,39.4306,-87.39,43.55,54.6,42511,4180953,-10.75,36.88,40.39294927,0.201029882,0.116332733,3,25.1,6.070898521
14173,"Vigo County, IN, 2020","Vigo County, IN","Vigo, IN",3,2020,NA,NA,NA,NA,NA,3544,30,39,39.4306,-87.39,43.55,54.6,42511,4180953,NA,NA,NA,NA,0.116332733,3,25.1,6.070898521
7051,"Lake County, IL, 2005","Lake County, IL","Lake, IL",1,2005,3305,120568,27.41,29097,113.59,3301.35,26.38,38.76,42.3233,-88.0037,23.97,49.8,54244,48171986,-27.41,20.22,399.542051,0.241332692,0.127494999,1,38.6,6.071014494
7052,"Lake County, IL, 2005","Lake County, IL","Lake, IL",2,2005,6633,563851,11.76,112041,59.2,3317.02,30.49,38.6,42.3233,-88.0037,23.97,49.8,54244,48171986,-11.76,35.87,85.433893,0.198706751,0.127494999,1,38.6,6.071014494
7059,"Lake County, IL, 2008","Lake County, IL","Lake, IL",1,2008,3108,133294,23.32,31965,97.23,3305.23,26.87,38.69,42.3233,-88.0037,43.74,47,60601,50620191,-23.32,24.31,379.7634627,0.239808243,0.135061926,1,38.6,6.071014494
7060,"Lake County, IL, 2008","Lake County, IL","Lake, IL",2,2008,6362,564075,11.28,106308,59.84,3299.13,30.12,38.52,42.3233,-88.0037,43.74,47,60601,50620191,-11.28,36.35,89.74017817,0.1884643,0.135061926,1,38.6,6.071014494
7061,"Lake County, IL, 2008","Lake County, IL","Lake, IL",3,2008,NA,NA,NA,NA,NA,3302.88,28.38,38.75,42.3233,-88.0037,43.74,47,60601,50620191,NA,NA,NA,NA,0.135061926,1,38.6,6.071014494
11061,"Pueblo County, CO, 2018","Pueblo County, CO","Pueblo, CO",3,2018,66,NA,NA,NA,NA,2910.09,27.02,37.88,38.1735,-104.5127,10.08,53.8,38158,5626244,NA,NA,NA,NA,0.124981347,3,23.7,6.075002716
