,index,County,GeoName,Mother.s.Hispanic.Origin,Year,Births,Total.Population,Birth.Rate,Female.Population,Fertility.Rate,Average.Birth.Weight,Average.Age.of.Mother,Average.LMP.Gestational.Age,lat,long,Precipitation,Temperature,PI,GDP,mrate,trate,GDP_per,female.proportion,Elder_pop,RUCC,bachelor_percentage,Crude.Marriage.Rate
11062,"Pueblo County, CO, 2018","Pueblo County, CO","Pueblo, CO",2,2018,883,95340,9.26,16042,55.04,3109.53,28,38.25,38.1735,-104.5127,10.08,53.8,38158,5626244,-9.26,38.37,59.01241871,0.168260961,0.124981347,3,23.7,6.075002716
11063,"Pueblo County, CO, 2018","Pueblo County, CO","Pueblo, CO",1,2018,880,72189,12.19,15071,58.39,3058.9,26.5,38.2,38.1735,-104.5127,10.08,53.8,38158,5626244,-12.19,35.44,77.93769134,0.208771419,0.124981347,3,23.7,6.075002716
8811,"Missoula County, MT, 2017","Missoula County, MT","Missoula, MT",1,2017,48,3795,12.65,976,49.18,3343.35,29.27,39.06,47.0365,-113.9237,35.43,42,49278,4892884,-12.65,34.98,1289.297497,0.257180501,0.094762476,3,44.2,6.075506113
8812,"Missoula County, MT, 2017","Missoula County, MT","Missoula, MT",2,2017,1082,113646,9.52,24964,43.34,3304.74,29.41,38.9,47.0365,-113.9237,35.43,42,49278,4892884,-9.52,38.11,43.05372824,0.219664572,0.094762476,3,44.2,6.075506113
8813,"Missoula County, MT, 2017","Missoula County, MT","Missoula, MT",3,2017,NA,NA,NA,NA,NA,3335.5,28.25,40.12,47.0365,-113.9237,35.43,42,49278,4892884,NA,NA,NA,NA,0.094762476,3,44.2,6.075506113
12731,"Shawnee County, KS, 2015","Shawnee County, KS","Shawnee, KS",3,2015,NA,NA,NA,NA,NA,2937.5,28.5,39.5,39.0415,-95.7565,46.29,56.2,42068,9022061,NA,NA,NA,NA,0.111126032,3,28.6,6.076199469
12732,"Shawnee County, KS, 2015","Shawnee County, KS","Shawnee, KS",2,2015,1893,157405,12.03,28562,66.28,3315.19,27.67,38.5,39.0415,-95.7565,46.29,56.2,42068,9022061,-12.03,35.6,57.31749944,0.181455481,0.111126032,3,28.6,6.076199469
12733,"Shawnee County, KS, 2015","Shawnee County, KS","Shawnee, KS",1,2015,381,21320,17.87,4561,83.53,3304.91,26.41,38.37,39.0415,-95.7565,46.29,56.2,42068,9022061,-17.87,29.76,423.1735929,0.213930582,0.111126032,3,28.6,6.076199469
4174,"Fayette County, KY, 2015","Fayette County, KY","Fayette, KY",3,2015,NA,NA,NA,NA,NA,3107.5,29.25,38.5,38.0423,-84.4587,60.89,55.4,46887,18187830,NA,NA,NA,NA,0.07864847,2,39.9,6.076285642
4175,"Fayette County, KY, 2015","Fayette County, KY","Fayette, KY",2,2015,3540,292722,12.09,67447,52.49,3263.24,28.97,38.46,38.0423,-84.4587,60.89,55.4,46887,18187830,-12.09,35.54,62.13345768,0.230413157,0.07864847,2,39.9,6.076285642
4176,"Fayette County, KY, 2015","Fayette County, KY","Fayette, KY",1,2015,500,21766,22.97,4750,105.26,3290.24,27.72,38.6,38.0423,-84.4587,60.89,55.4,46887,18187830,-22.97,24.66,835.6073693,0.218230267,0.07864847,2,39.9,6.076285642
9108,"Monterey County, CA, 2019","Monterey County, CA","Monterey, CA",2,2019,1396,176340,7.92,28339,49.26,3347.86,31.31,38.76,36.2171,-121.2388,30.5,59.1,56313,26819709,-7.92,39.71,152.0908983,0.16070659,0.094307021,2,26.5,6.076851269
9109,"Monterey County, CA, 2019","Monterey County, CA","Monterey, CA",3,2019,102,NA,NA,NA,NA,3099.49,31.92,37.22,36.2171,-121.2388,30.5,59.1,56313,26819709,NA,NA,NA,NA,0.094307021,2,26.5,6.076851269
9110,"Monterey County, CA, 2019","Monterey County, CA","Monterey, CA",1,2019,4348,257721,16.87,57032,76.24,3320.06,28.26,38.67,36.2171,-121.2388,30.5,59.1,56313,26819709,-16.87,30.76,104.0648958,0.221293569,0.094307021,2,26.5,6.076851269
7086,"Lake County, IL, 2017","Lake County, IL","Lake, IL",2,2017,5099,549687,9.28,95785,53.23,3287.43,30.99,38.64,42.3233,-88.0037,43.96,50.1,73960,55318009,-9.28,38.35,100.6354689,0.174253712,0.089393336,1,46.3,6.079204721
7087,"Lake County, IL, 2017","Lake County, IL","Lake, IL",1,2017,2324,153833,15.11,35073,66.26,3281.12,28.27,38.58,42.3233,-88.0037,43.96,50.1,73960,55318009,-15.11,32.52,359.5978041,0.227993993,0.089393336,1,46.3,6.079204721
7088,"Lake County, IL, 2017","Lake County, IL","Lake, IL",3,2017,184,NA,NA,NA,NA,3276.92,30.64,38.55,42.3233,-88.0037,43.96,50.1,73960,55318009,NA,NA,NA,NA,0.089393336,1,46.3,6.079204721
352,"Anne Arundel County, MD, 2012","Anne Arundel County, MD","Anne Arundel, MD",1,2012,781,36204,21.57,8864,88.11,3301.62,28.16,38.76,39.0065,-76.6051,37.02,59.4,56906,39582380,-21.57,26.06,1093.315103,0.244834825,0.081580343,1,36.8,6.080474178
353,"Anne Arundel County, MD, 2012","Anne Arundel County, MD","Anne Arundel, MD",3,2012,23,NA,NA,NA,NA,3189.91,32.17,38.61,39.0065,-76.6051,37.02,59.4,56906,39582380,NA,NA,NA,NA,0.081580343,1,36.8,6.080474178
354,"Anne Arundel County, MD, 2012","Anne Arundel County, MD","Anne Arundel, MD",2,2012,6058,514284,11.78,99151,61.1,3301.55,29.42,38.72,39.0065,-76.6051,37.02,59.4,56906,39582380,-11.78,35.85,76.96599544,0.192794254,0.081580343,1,36.8,6.080474178
14214,"Volusia County, FL, 2017","Volusia County, FL","Volusia, FL",3,2017,25,NA,NA,NA,NA,3183.92,27.64,38.21,29.0583,-81.1819,53.94,73.2,41402,16125246,NA,NA,NA,NA,0.167572565,2,25.4,6.081397164
14215,"Volusia County, FL, 2017","Volusia County, FL","Volusia, FL",2,2017,4074,464110,8.78,72330,56.33,3256.06,28.2,38.66,29.0583,-81.1819,53.94,73.2,41402,16125246,-8.78,38.85,34.74444851,0.155846674,0.167572565,2,25.4,6.081397164
14216,"Volusia County, FL, 2017","Volusia County, FL","Volusia, FL",1,2017,887,74582,11.89,15798,56.15,3256.24,27.96,38.61,29.0583,-81.1819,53.94,73.2,41402,16125246,-11.89,35.74,216.2082808,0.211820547,0.167572565,2,25.4,6.081397164
7347,"Lee County, FL, 2013","Lee County, FL","Lee, FL",3,2013,21,NA,NA,NA,NA,3191.38,27.76,38.55,26.5779,-81.8337,52.51,75.5,42583,23150505,NA,NA,NA,NA,0.178999115,2,24.6,6.081672527
7348,"Lee County, FL, 2013","Lee County, FL","Lee, FL",2,2013,4438,534752,8.3,77139,57.53,3252.94,28.25,38.47,26.5779,-81.8337,52.51,75.5,42583,23150505,-8.3,39.33,43.29204005,0.144251915,0.178999115,2,24.6,6.081672527
7349,"Lee County, FL, 2013","Lee County, FL","Lee, FL",1,2013,1945,126363,15.39,28127,69.15,3240.03,27.33,38.35,26.5779,-81.8337,52.51,75.5,42583,23150505,-15.39,32.24,183.2063579,0.222588891,0.178999115,2,24.6,6.081672527
4677,"Guilford County, NC, 2016","Guilford County, NC","Guilford, NC",3,2016,NA,NA,NA,NA,NA,3033,28,38,36.0795,-79.7889,41.59,60.4,42716,30474821,NA,NA,NA,NA,0.094889993,2,37.2,6.082926597
4678,"Guilford County, NC, 2016","Guilford County, NC","Guilford, NC",1,2016,834,40991,20.35,9451,88.24,3287.24,28.24,38.79,36.0795,-79.7889,41.59,60.4,42716,30474821,-20.35,27.28,743.4515137,0.230562806,0.094889993,2,37.2,6.082926597
4679,"Guilford County, NC, 2016","Guilford County, NC","Guilford, NC",2,2016,5424,480339,11.29,102148,53.1,3229.37,28.61,38.55,36.0795,-79.7889,41.59,60.4,42716,30474821,-11.29,36.34,63.44440281,0.212658144,0.094889993,2,37.2,6.082926597
3202,"DeKalb County, GA, 2011","DeKalb County, GA","DeKalb, GA",3,2011,128,NA,NA,NA,NA,3158.19,29.2,37.99,33.7715,-84.2264,41.07,62.3,39858,31287546,NA,NA,NA,NA,0.060833585,1,39.2,6.083004194
3203,"DeKalb County, GA, 2011","DeKalb County, GA","DeKalb, GA",2,2011,8949,631135,14.18,146571,61.06,3158.86,28.77,38.26,33.7715,-84.2264,41.07,62.3,39858,31287546,-14.18,33.45,49.57346051,0.232233991,0.060833585,1,39.2,6.083004194
3204,"DeKalb County, GA, 2011","DeKalb County, GA","DeKalb, GA",1,2011,1723,68758,25.06,15599,110.46,3305.7,27.58,38.47,33.7715,-84.2264,41.07,62.3,39858,31287546,-25.06,22.57,455.0386282,0.226868146,0.060833585,1,39.2,6.083004194
2464,"Clay County, FL, 2013","Clay County, FL","Clay, FL",2,2013,1903,179253,10.62,34279,55.52,3259.7,27.62,38.56,29.9831,-81.8579,51.66,69.7,37154,4026544,-10.62,37.01,22.46290997,0.191232504,0.084842591,1,23.5,6.083506133
2465,"Clay County, FL, 2013","Clay County, FL","Clay, FL",1,2013,184,17146,10.73,3887,47.34,3248.99,27.85,38.43,29.9831,-81.8579,51.66,69.7,37154,4026544,-10.73,36.9,234.8386796,0.226700105,0.084842591,1,23.5,6.083506133
2466,"Clay County, FL, 2013","Clay County, FL","Clay, FL",3,2013,NA,NA,NA,NA,NA,3310,29,38.25,29.9831,-81.8579,51.66,69.7,37154,4026544,NA,NA,NA,NA,0.084842591,1,23.5,6.083506133
2011,"Catawba County, NC, 2011","Catawba County, NC","Catawba, NC",1,2011,284,13118,21.65,3029,93.76,3292.27,27.44,38.88,35.662,-81.2151,44.74,59.7,35424,7684895,-21.65,25.98,585.8282513,0.230904101,0.097683891,2,20.5,6.083758699
2012,"Catawba County, NC, 2011","Catawba County, NC","Catawba, NC",2,2011,1487,141063,10.54,26009,57.17,3258.17,26.4,38.76,35.662,-81.2151,44.74,59.7,35424,7684895,-10.54,37.09,54.47845998,0.184378611,0.097683891,2,20.5,6.083758699
2013,"Catawba County, NC, 2011","Catawba County, NC","Catawba, NC",3,2011,NA,NA,NA,NA,NA,3629,31,40,35.662,-81.2151,44.74,59.7,35424,7684895,NA,NA,NA,NA,0.097683891,2,20.5,6.083758699
801,"Bay County, MI, 2012","Bay County, MI","Bay, MI",1,2012,66,5216,12.65,1141,57.84,3390.09,25.76,39.26,43.7074,-83.9921,30.02,50.8,35459,3552592,-12.65,34.98,681.095092,0.21875,0.117809885,3,18.6,6.084239788
802,"Bay County, MI, 2012","Bay County, MI","Bay, MI",3,2012,NA,NA,NA,NA,NA,0,0,0,43.7074,-83.9921,30.02,50.8,35459,3552592,NA,NA,NA,NA,0.117809885,3,18.6,6.084239788
803,"Bay County, MI, 2012","Bay County, MI","Bay, MI",2,2012,988,101719,9.71,17691,55.85,3298.52,27.49,38.8,43.7074,-83.9921,30.02,50.8,35459,3552592,-9.71,37.92,34.9255498,0.17392031,0.117809885,3,18.6,6.084239788
14199,"Volusia County, FL, 2012","Volusia County, FL","Volusia, FL",3,2012,38,NA,NA,NA,NA,3360.21,27.55,39.05,29.0583,-81.1819,45.86,72.2,35724,14364253,NA,NA,NA,NA,0.155393903,2,21,6.085119228
14200,"Volusia County, FL, 2012","Volusia County, FL","Volusia, FL",2,2012,3948,438160,9.01,69508,56.8,3277.08,27.17,38.75,29.0583,-81.1819,45.86,72.2,35724,14364253,-9.01,38.62,32.7831226,0.158636115,0.155393903,2,21,6.085119228
14201,"Volusia County, FL, 2012","Volusia County, FL","Volusia, FL",1,2012,722,58790,12.28,12586,57.37,3252.27,26.86,38.65,29.0583,-81.1819,45.86,72.2,35724,14364253,-12.28,35.35,244.33157,0.214084028,0.155393903,2,21,6.085119228
6366,"Johnson County, IN, 2010","Johnson County, IN","Johnson, IN",3,2010,NA,NA,NA,NA,NA,3781.33,27.33,39.67,39.49,-86.1016,37.36,52.7,37639,3483452,NA,NA,NA,NA,0.167714494,1,25.9,6.086470849
6367,"Johnson County, IN, 2010","Johnson County, IN","Johnson, IN",2,2010,1679,135384,12.4,26758,62.75,3343.42,27.5,38.66,39.49,-86.1016,37.36,52.7,37639,3483452,-12.4,35.23,25.73016014,0.197645217,0.167714494,1,25.9,6.086470849
6368,"Johnson County, IN, 2010","Johnson County, IN","Johnson, IN",1,2010,90,4270,21.08,906,99.34,3328.88,27.17,38.41,39.49,-86.1016,37.36,52.7,37639,3483452,-21.08,26.55,815.7967213,0.212177986,0.167714494,1,25.9,6.086470849
8901,"Mohave County, AZ, 2012","Mohave County, AZ","Mohave, AZ",3,2012,NA,NA,NA,NA,NA,3799.33,34.67,40.33,35.7041,-113.7579,9.63,64.1,26429,4565666,NA,NA,NA,NA,0.168796168,4,12.2,6.087004214
8902,"Mohave County, AZ, 2012","Mohave County, AZ","Mohave, AZ",2,2012,1559,171982,9.06,22711,68.65,3265.48,26.46,38.71,35.7041,-113.7579,9.63,64.1,26429,4565666,-9.06,38.57,26.54734798,0.132054517,0.168796168,4,12.2,6.087004214
8903,"Mohave County, AZ, 2012","Mohave County, AZ","Mohave, AZ",1,2012,372,31352,11.87,6124,60.74,3298.36,25.53,38.7,35.7041,-113.7579,9.63,64.1,26429,4565666,-11.87,35.76,145.6259888,0.195330441,0.168796168,4,12.2,6.087004214
12065,"Sangamon County, IL, 2010","Sangamon County, IL","Sangamon, IL",3,2010,NA,NA,NA,NA,NA,0,0,0,39.7582,-89.6589,44.91,53.2,39373,9890783,NA,NA,NA,NA,0.194961132,3,31.6,6.087154686
12066,"Sangamon County, IL, 2010","Sangamon County, IL","Sangamon, IL",2,2010,2421,193985,12.48,37223,65.04,3240.87,27.43,38.5,39.7582,-89.6589,44.91,53.2,39373,9890783,-12.48,35.15,50.98735985,0.191885971,0.194961132,3,31.6,6.087154686
12067,"Sangamon County, IL, 2010","Sangamon County, IL","Sangamon, IL",1,2010,60,3480,17.24,823,72.9,3255.9,26.8,38.1,39.7582,-89.6589,44.91,53.2,39373,9890783,-17.24,30.39,2842.179023,0.236494253,0.194961132,3,31.6,6.087154686
5301,"Hernando County, FL, 2006","Hernando County, FL","Hernando, FL",1,2006,180,14104,12.76,2994,60.12,3161.19,26.45,38.47,28.5535,-82.4245,41.94,71.5,28834,3549821,-12.76,34.87,251.6889535,0.212280204,0.374834244,1,12.7,6.087640451
5302,"Hernando County, FL, 2006","Hernando County, FL","Hernando, FL",2,2006,1401,150294,9.32,22990,60.94,3289.69,26.9,38.62,28.5535,-82.4245,41.94,71.5,28834,3549821,-9.32,38.31,23.61917974,0.152966852,0.374834244,1,12.7,6.087640451
5303,"Hernando County, FL, 2006","Hernando County, FL","Hernando, FL",3,2006,12,NA,NA,NA,NA,3224.75,29.25,37.67,28.5535,-82.4245,41.94,71.5,28834,3549821,NA,NA,NA,NA,0.374834244,1,12.7,6.087640451
7133,"Lake County, IN, 2016","Lake County, IN","Lake, IN",3,2016,16,NA,NA,NA,NA,3334.62,29.44,38.44,41.4167,-87.3821,41.2,52.4,41075,24156167,NA,NA,NA,NA,0.103222009,1,23.7,6.088839045
7134,"Lake County, IN, 2016","Lake County, IN","Lake, IN",2,2016,4504,394964,11.4,72837,61.84,3251.01,28.16,38.51,41.4167,-87.3821,41.2,52.4,41075,24156167,-11.4,36.23,61.16042728,0.184414276,0.103222009,1,23.7,6.088839045
7135,"Lake County, IN, 2016","Lake County, IN","Lake, IN",1,2016,1137,90882,12.51,20695,54.94,3310.62,27.69,38.62,41.4167,-87.3821,41.2,52.4,41075,24156167,-12.51,35.12,265.7970445,0.227712858,0.103222009,1,23.7,6.088839045
7853,"Madison County, IL, 2010","Madison County, IL","Madison, IL",3,2010,NA,NA,NA,NA,NA,2767.6,34.6,33.8,38.8297,-89.9049,41.76,55.7,36873,10396717,NA,NA,NA,NA,0.202382632,1,23.5,6.09026968
7854,"Madison County, IL, 2010","Madison County, IL","Madison, IL",2,2010,3101,261969,11.84,51849,59.81,3267.14,27.1,38.52,38.8297,-89.9049,41.76,55.7,36873,10396717,-11.84,35.79,39.68682172,0.197920365,0.202382632,1,23.5,6.09026968
7855,"Madison County, IL, 2010","Madison County, IL","Madison, IL",1,2010,128,7313,17.5,1646,77.76,3339.14,26.49,38.8,38.8297,-89.9049,41.76,55.7,36873,10396717,-17.5,30.13,1421.676056,0.225078627,0.202382632,1,23.5,6.09026968
7136,"Lake County, IN, 2017","Lake County, IN","Lake, IN",1,2017,1197,92824,12.9,21132,56.64,3287.98,27.67,38.62,41.4167,-87.3821,41.49,52,42339,23752427,-12.9,34.73,255.8866996,0.227656641,0.106819867,1,23.7,6.091421824
7137,"Lake County, IN, 2017","Lake County, IN","Lake, IN",3,2017,NA,NA,NA,NA,NA,2793,30.17,35.4,41.4167,-87.3821,41.49,52,42339,23752427,NA,NA,NA,NA,0.106819867,1,23.7,6.091421824
7138,"Lake County, IN, 2017","Lake County, IN","Lake, IN",2,2017,4398,392816,11.2,71654,61.38,3247.95,28.26,38.52,41.4167,-87.3821,41.49,52,42339,23752427,-11.2,36.43,60.46705582,0.182411103,0.106819867,1,23.7,6.091421824
6727,"Kent County, DE, 2014","Kent County, DE","Kent, DE",3,2014,NA,NA,NA,NA,NA,3194.33,27,38.33,39.086,-75.5686,42.67,54.4,37542,6661547,NA,NA,NA,NA,0.101594888,3,20.5,6.091694767
6728,"Kent County, DE, 2014","Kent County, DE","Kent, DE",2,2014,1971,160142,12.31,31850,61.88,3248.13,27.49,38.63,39.086,-75.5686,42.67,54.4,37542,6661547,-12.31,35.32,41.59775075,0.198885989,0.101594888,3,20.5,6.091694767
6729,"Kent County, DE, 2014","Kent County, DE","Kent, DE",1,2014,186,11845,15.7,2913,63.85,3211.47,26.4,38.73,39.086,-75.5686,42.67,54.4,37542,6661547,-15.7,31.93,562.3931617,0.245926551,0.101594888,3,20.5,6.091694767
10526,"Pima County, AZ, 2010","Pima County, AZ","Pima, AZ",3,2010,100,NA,NA,NA,NA,3113.09,28.07,38.3,32.0974,-111.7899,12.12,67.8,34199,36033235,NA,NA,NA,NA,0.21398135,2,29.4,6.092242592
10527,"Pima County, AZ, 2010","Pima County, AZ","Pima, AZ",2,2010,6519,641461,10.16,113333,57.52,3280.49,27.94,38.61,32.0974,-111.7899,12.12,67.8,34199,36033235,-10.16,37.47,56.17369567,0.176679486,0.21398135,2,29.4,6.092242592
10528,"Pima County, AZ, 2010","Pima County, AZ","Pima, AZ",1,2010,5565,338802,16.43,78957,70.48,3262.11,26.05,38.52,32.0974,-111.7899,12.12,67.8,34199,36033235,-16.43,31.2,106.3548474,0.233047621,0.21398135,2,29.4,6.092242592
1557,"Butte County, CA, 2007","Butte County, CA","Butte, CA",1,2007,488,28532,17.1,6890,70.83,3353.93,26.79,38.55,39.6669,-121.6007,28.11,59.9,31468,7523603,-17.1,30.53,263.6899972,0.241483247,0.21924964,3,21.8,6.093103447
1558,"Butte County, CA, 2007","Butte County, CA","Butte, CA",2,2007,2026,188937,10.72,37278,54.35,3347.68,26.87,38.86,39.6669,-121.6007,28.11,59.9,31468,7523603,-10.72,36.91,39.82069685,0.197303863,0.21924964,3,21.8,6.093103447
1559,"Butte County, CA, 2007","Butte County, CA","Butte, CA",3,2007,NA,NA,NA,NA,NA,3163.22,37.56,37.89,39.6669,-121.6007,28.11,59.9,31468,7523603,NA,NA,NA,NA,0.21924964,3,21.8,6.093103447
13540,"Suffolk County, MA, 2008","Suffolk County, MA","Suffolk, MA",3,2008,20,NA,NA,NA,NA,3206.79,29.3,38.13,42.3334,-71.0719,57.96,50.5,55209,88084960,NA,NA,NA,NA,0.150102321,1,32.5,6.09310345
13541,"Suffolk County, MA, 2008","Suffolk County, MA","Suffolk, MA",1,2008,2568,133894,19.18,36403,70.54,3262.67,26.71,38.57,42.3334,-71.0719,57.96,50.5,55209,88084960,-19.18,28.45,657.8708531,0.271879248,0.150102321,1,32.5,6.09310345
13542,"Suffolk County, MA, 2008","Suffolk County, MA","Suffolk, MA",2,2008,7151,568307,12.58,156994,45.55,3259.89,30.05,38.55,42.3334,-71.0719,57.96,50.5,55209,88084960,-12.58,35.05,154.995381,0.276248577,0.150102321,1,32.5,6.09310345
11503,"Rockingham County, NH, 2020","Rockingham County, NH","Rockingham, NH",1,2020,94,10636,8.84,2380,39.5,3287.79,30.85,38.76,42.9876,-71.1254,39.61,49.7,82496,19795363,-8.84,38.79,1861.166134,0.223768334,0.12571513,1,42.8,6.093179126
11504,"Rockingham County, NH, 2020","Rockingham County, NH","Rockingham, NH",2,2020,2525,300671,8.4,50779,49.73,3361.43,31.2,38.88,42.9876,-71.1254,39.61,49.7,82496,19795363,-8.4,39.23,65.83728727,0.168885593,0.12571513,1,42.8,6.093179126
11505,"Rockingham County, NH, 2020","Rockingham County, NH","Rockingham, NH",3,2020,29,NA,NA,NA,NA,3173.17,32.93,38.45,42.9876,-71.1254,39.61,49.7,82496,19795363,NA,NA,NA,NA,0.12571513,1,42.8,6.093179126
5957,"Iredell County, NC, 2013","Iredell County, NC","Iredell, NC",2,2013,1577,152710,10.33,28230,55.86,3298.51,27.5,38.76,35.807,-80.8734,58.35,57.6,41778,7004634,-10.33,37.3,45.86886255,0.184860193,0.092185002,1,23,6.094055676
5958,"Iredell County, NC, 2013","Iredell County, NC","Iredell, NC",3,2013,NA,NA,NA,NA,NA,3318,23,40,35.807,-80.8734,58.35,57.6,41778,7004634,NA,NA,NA,NA,0.092185002,1,23,6.094055676
5959,"Iredell County, NC, 2013","Iredell County, NC","Iredell, NC",1,2013,174,11807,14.74,2731,63.71,3253.74,26.33,38.59,35.807,-80.8734,58.35,57.6,41778,7004634,-14.74,32.89,593.2611163,0.231303464,0.092185002,1,23,6.094055676
13743,"Tippecanoe County, IN, 2010","Tippecanoe County, IN","Tippecanoe, IN",3,2010,NA,NA,NA,NA,NA,2910,28,34,40.3886,-86.8941,38.19,51.7,30877,7069110,NA,NA,NA,NA,0.132469036,3,35.7,6.094455377
13744,"Tippecanoe County, IN, 2010","Tippecanoe County, IN","Tippecanoe, IN",2,2010,1859,159833,11.63,39453,47.12,3333.89,27.1,38.78,40.3886,-86.8941,38.19,51.7,30877,7069110,-11.63,36,44.22810058,0.246838888,0.132469036,3,35.7,6.094455377
13745,"Tippecanoe County, IN, 2010","Tippecanoe County, IN","Tippecanoe, IN",1,2010,287,12947,22.17,3201,89.66,3360.37,27.22,38.94,40.3886,-86.8941,38.19,51.7,30877,7069110,-22.17,25.46,546.0037074,0.247238743,0.132469036,3,35.7,6.094455377
8125,"Marion County, FL, 2015","Marion County, FL","Marion, FL",3,2015,NA,NA,NA,NA,NA,2646.67,26.33,37.33,29.2102,-82.0567,50.37,72.7,33571,8178591,NA,NA,NA,NA,0.199514062,2,17.1,6.096607559
8126,"Marion County, FL, 2015","Marion County, FL","Marion, FL",2,2015,3039,301470,10.08,44647,68.07,3228.35,26.93,38.68,29.2102,-82.0567,50.37,72.7,33571,8178591,-10.08,37.55,27.12903772,0.148097655,0.199514062,2,17.1,6.096607559
8127,"Marion County, FL, 2015","Marion County, FL","Marion, FL",1,2015,542,41784,12.97,8609,62.96,3290.01,27.04,38.82,29.2102,-82.0567,50.37,72.7,33571,8178591,-12.97,34.66,195.7349943,0.206035803,0.199514062,2,17.1,6.096607559
10342,"Passaic County, NJ, 2004","Passaic County, NJ","Passaic, NJ",1,2004,3551,163601,21.71,40931,86.76,3238.85,26.66,38.49,41.0343,-74.3008,53.48,50.7,33235,20245609,-21.71,25.92,123.7499098,0.250187957,0.169293961,1,21.2,6.096666665
10343,"Passaic County, NJ, 2004","Passaic County, NJ","Passaic, NJ",2,2004,4101,330380,12.41,66828,61.37,3258.65,29.84,38.42,41.0343,-74.3008,53.48,50.7,33235,20245609,-12.41,35.22,61.27976572,0.202276167,0.169293961,1,21.2,6.096666665
321,"Androscoggin County, ME, 2018","Androscoggin County, ME","Androscoggin, ME",1,2018,18,2134,8.43,531,33.9,3162.28,26.22,38.5,44.1658,-70.2065,46.81,44.9,39949,4245859,-8.43,39.2,1989.624649,0.248828491,0.119642642,3,22.9,6.097936628
322,"Androscoggin County, ME, 2018","Androscoggin County, ME","Androscoggin, ME",2,2018,1222,105545,11.58,19052,64.14,3312.55,28.54,38.87,44.1658,-70.2065,46.81,44.9,39949,4245859,-11.58,36.05,40.22795016,0.180510683,0.119642642,3,22.9,6.097936628
323,"Androscoggin County, ME, 2018","Androscoggin County, ME","Androscoggin, ME",3,2018,NA,NA,NA,NA,NA,0,0,0,44.1658,-70.2065,46.81,44.9,39949,4245859,NA,NA,NA,NA,0.119642642,3,22.9,6.097936628
14283,"Warren County, KY, 2015","Warren County, KY","Warren, KY",3,2015,NA,NA,NA,NA,NA,3454,23.67,39,36.9936,-86.4238,58.97,58.6,36046,5254602,NA,NA,NA,NA,0.079934229,3,27.5,6.098356458
14284,"Warren County, KY, 2015","Warren County, KY","Warren, KY",2,2015,1512,116599,12.97,26923,56.16,3276.89,27.56,38.74,36.9936,-86.4238,58.97,58.6,36046,5254602,-12.97,34.66,45.06558375,0.230902495,0.079934229,3,27.5,6.098356458
14285,"Warren County, KY, 2015","Warren County, KY","Warren, KY",1,2015,150,6252,23.99,1439,104.24,3235.99,28.74,38.03,36.9936,-86.4238,58.97,58.6,36046,5254602,-23.99,23.64,840.4673704,0.230166347,0.079934229,3,27.5,6.098356458
12959,"St. Charles County, MO, 2004","St. Charles County, MO","St. Charles, MO",1,2004,154,6694,23.01,1584,97.22,3330.3,27.68,38.55,38.782,-90.6749,48.82,55.3,34405,10863778,-23.01,24.62,1622.912758,0.236629818,0.130873333,1,26.3,6.098717947
12960,"St. Charles County, MO, 2004","St. Charles County, MO","St. Charles, MO",2,2004,4357,313035,13.92,68010,64.06,3343.9,28.95,38.59,38.782,-90.6749,48.82,55.3,34405,10863778,-13.92,33.71,34.7046752,0.217260051,0.130873333,1,26.3,6.098717947
2870,"Cook County, IL, 2017","Cook County, IL","Cook, IL",3,2017,957,NA,NA,NA,NA,3230.5,30.12,38.53,41.8401,-87.8168,43.73,51.7,57966,353801813,NA,NA,NA,NA,0.095127995,1,40.7,6.099945648
2871,"Cook County, IL, 2017","Cook County, IL","Cook, IL",2,2017,45109,3883322,11.62,800764,56.33,3218.4,30.28,38.55,41.8401,-87.8168,43.73,51.7,57966,353801813,-11.62,36.01,91.1080289,0.206205924,0.095127995,1,40.7,6.099945648
